"012","6","2916","0.0","297.0","205.0","127.0","85.0","0.0"
"012","6","2917","7.0","247.0","223.0","145.0","45.0","0.0"
"012","6","2918","40.0","240.0","230.0","110.0","46.0","0.0"
"012","6","2919","6.0","224.0","231.0","123.0","52.0","0.0"
"014","6","2920","2.0","24.0","2.0","21.0","38.0","57.0"
"014","6","2921","3.0","1.0","3.0","18.0","65.0","44.0"
"014","6","2922","0.0","37.0","0.0","45.0","30.0","55.0"
"014","6","2923","0.0","14.0","1.0","23.0","46.0","29.0"
"014","6","2924","0.0","1.0","1.0","11.0","32.0","67.0"
"014","6","2925","0.0","10.0","32.0","27.0","37.0","41.0"
"014","6","2926","0.0","6.0","0.0","19.0","22.0","29.0"
"014","6","2927","0.0","37.0","3.0","22.0","50.0","27.0"
"014","6","2928","0.0","11.0","17.0","5.0","46.0","46.0"
"014","6","2929","0.0","24.0","0.0","24.0","40.0","22.0"
"014","6","2930","7.0","5.0","4.0","36.0","76.0","29.0"
"014","6","2931","2.0","7.0","0.0","5.0","76.0","23.0"
"014","6","2932","0.0","0.0","0.0","51.0","69.0","51.0"
"014","6","2933","2.0","7.0","3.0","51.0","57.0","22.0"
"014","6","2934","3.0","17.0","1.0","38.0","67.0","54.0"
"014","6","2935","0.0","6.0","0.0","29.0","51.0","45.0"
"014","6","2936","3.0","22.0","0.0","29.0","73.0","31.0"
"014","6","2937","1.0","39.0","2.0","30.0","22.0","53.0"
"014","6","2938","4.0","12.0","0.0","25.0","55.0","23.0"
"014","6","2939","0.0","8.0","0.0","31.0","77.0","37.0"
"014","6","2940","0.0","11.0","3.0","22.0","72.0","52.0"
"014","6","2941","0.0","6.0","0.0","28.0","36.0","30.0"
"014","6","2942","0.0","7.0","0.0","32.0","52.0","17.0"
"014","6","2943","0.0","10.0","0.0","34.0","58.0","52.0"
"015","6","2944","95.0","37.0","24.0","9.0","35.0","12.0"
"015","6","2945","59.0","34.0","28.0","18.0","57.0","32.0"
"015","6","2946","78.0","31.0","26.0","37.0","116.0","18.0"
"015","6","2947","38.0","33.0","17.0","0.0","59.0","28.0"
"015","6","2948","32.0","51.0","13.0","47.0","94.0","9.0"
"015","6","2949","73.0","29.0","6.0","12.0","61.0","20.0"
"015","6","2950","47.0","58.0","33.0","14.0","46.0","12.0"
"015","6","2951","70.0","21.0","25.0","57.0","36.0","21.0"
"015","6","2952","75.0","31.0","20.0","32.0","23.0","14.0"
"015","6","2953","56.0","46.0","34.0","38.0","34.0","37.0"
"015","6","2954","141.0","24.0","16.0","47.0","26.0","29.0"
"015","6","2955","104.0","30.0","5.0","51.0","14.0","10.0"
"015","6","2956","16.0","36.0","24.0","69.0","16.0","39.0"
"015","6","2957","95.0","46.0","5.0","58.0","72.0","13.0"
"015","6","2958","73.0","20.0","22.0","80.0","76.0","15.0"
"015","6","2959","59.0","57.0","16.0","37.0","88.0","22.0"
"015","6","2960","118.0","42.0","29.0","2.0","99.0","63.0"
"015","6","2961","89.0","25.0","13.0","11.0","67.0","19.0"
"015","6","2962","36.0","31.0","59.0","27.0","61.0","28.0"
"015","6","2963","38.0","1.0","28.0","24.0","90.0","19.0"
"015","6","2964","80.0","33.0","7.0","52.0","50.0","32.0"
"015","6","2965","94.0","73.0","52.0","12.0","115.0","24.0"
"015","6","2966","64.0","29.0","35.0","56.0","38.0","18.0"
"015","6","2967","64.0","23.0","14.0","28.0","86.0","20.0"
"016","6","2968","16.0","235.0","23.0","214.0","413.0","215.0"
"016","6","2969","36.0","16.0","0.0","390.0","583.0","223.0"
"016","6","2970","216.0","172.0","55.0","25.0","234.0","135.0"
"016","6","2971","31.0","137.0","125.0","233.0","351.0","267.0"
"016","6","2972","20.0","122.0","60.0","124.0","258.0","232.0"
"016","6","2973","165.0","143.0","22.0","18.0","241.0","98.0"
"016","6","2974","81.0","180.0","326.0","261.0","447.0","189.0"
"016","6","2975","20.0","74.0","0.0","124.0","444.0","294.0"
"016","6","2976","70.0","211.0","65.0","128.0","249.0","206.0"
"016","6","2977","69.0","116.0","195.0","364.0","623.0","192.0"
"016","6","2978","41.0","0.0","0.0","127.0","161.0","36.0"
"016","6","2979","248.0","201.0","8.0","79.0","220.0","167.0"
"016","6","2980","141.0","247.0","320.0","181.0","327.0","50.0"
"016","6","2981","124.0","393.0","38.0","0.0","199.0","194.0"
"016","6","2982","224.0","121.0","154.0","90.0","279.0","228.0"
"016","6","2983","67.0","430.0","236.0","368.0","281.0","339.0"
"016","6","2984","8.0","336.0","74.0","189.0","298.0","218.0"
"016","6","2985","192.0","381.0","7.0","24.0","190.0","16.0"
"016","6","2986","86.0","66.0","38.0","53.0","296.0","185.0"
"016","6","2987","410.0","140.0","0.0","137.0","344.0","185.0"
"016","6","2988","54.0","141.0","38.0","355.0","467.0","357.0"
"016","6","2989","3.0","0.0","0.0","173.0","542.0","180.0"
"016","6","2990","176.0","330.0","77.0","0.0","134.0","117.0"
